index,artist,title,mood,split
ML1171,Sade,Hang On To Your Love,relaxed,test
ML1971,Happy Mondays,Kinky Afro,happy,test
ML1237,Rage Against the Machine,Maggie's Farm,angry,test
ML1559,Husky Rescue,Diamonds in the Sky,relaxed,test
ML1041,Sing It Loud,No One Can Touch Us (Featuring Alex Gaskarth),happy,test
ML451,Starfucker,Girls Just Want To Have Fun,happy,test
ML65,Bachman-Turner Overdrive,Roll On Down The Highway,happy,test
ML379,Eric Clapton,Reptile,relaxed,test
ML54,José Padilla,Adios Ayer,relaxed,test
ML1059,Siobhan Donaghy,So You Say,sad,test
ML803,Ice Cube,No Vaseline,angry,test
ML395,The Cure,The Figurehead,sad,test
ML1907,Love,Orange Skies,relaxed,test
ML1995,W.A.S.P.,I Don't Need No Doctor,angry,test
ML1443,Judy Garland,I'm Nobody's Baby,sad,test
ML1033,Dntel,(This Is) The Dream of Evan and Chan,relaxed,test
ML37,Stereophonics,Bright Red Star,sad,test
ML1667,David Ford,Laughing Aloud,relaxed,test
ML1078,Stephen Lynch,Gay,happy,test
ML812,Local Natives,Who Knows Who Cares,sad,test
ML1246,Cavalera Conspiracy,Hearts of Darkness,angry,test
ML1346,Jessica Simpson,A Public Affair,happy,test
ML1272,Anberlin,The Runaways,angry,test
ML947,Linkin Park,Runaway,angry,test
ML905,The Pipettes,Tell Me What You Want,happy,test
ML999,Johnny Cash,Sunday Morning Coming Down,sad,test
ML1964,Slipknot,(Sic),angry,test
ML918,Todd Rundgren,One More Day (No Word),relaxed,test
ML633,Thievery Corporation,Heaven's Gonna Burn Your Eyes,relaxed,test
ML917,The Jackson 5,ABC,happy,test
ML1267,OK Go,This Will Be Our Year,happy,test
ML1328,Blue October,Razorblade,angry,test
ML1474,Michelle Williams,We Break The Dawn,happy,test
ML1632,Goldfish,Hold Tight,happy,test
ML1332,Sleeping at Last,Hurry,relaxed,test
ML1115,Bikini Kill,Suck My Left One,angry,test
ML1654,No Use for a Name,Born Addicted,angry,test
ML946,Opeth,Moonlapse Vertigo,sad,test
ML527,Stacey Kent,The Ice Hotel,relaxed,test
ML1611,DIR EN GREY,AGITATED SCREAMS OF MAGGOTS,angry,test
ML154,Black Flag,Police Story,angry,test
ML861,AC/DC,Evil Walks,angry,test
ML1891,Stray Cats,Rock This Town,happy,test
ML1648,Gary Numan,Absolution,sad,test
ML1388,My Dying Bride,Grace Unhearing,sad,test
ML480,Kraak & Smaak,Squeeze Me,happy,test
ML1836,Telepathe,So Fine,happy,test
ML596,Peaches,Suck and Let Go,happy,test
ML403,Slayer,Psychopathy Red,angry,test
ML1309,Split Enz,I Got You,angry,test
ML1515,Donald Fagen,Walk Between Raindrops,relaxed,test
ML1880,Black Rebel Motorcycle Club,Suddenly,sad,test
ML1129,Sham 69,If The Kids Are United,angry,test
ML1387,N.W.A,Gangsta Gangsta,angry,test
ML1252,Judas Priest,Angel,sad,test
ML1468,Carnifex,Sadistic Embrace,angry,test
ML109,Okkervil River,"So Come Back, I Am Waiting",sad,test
ML1334,Antony and the Johnsons,Free at Last,sad,test
ML1547,Delta Goodrem,You Will Only Break My Heart,happy,test
ML1536,Boyzone,Baby Can I Hold You,relaxed,test
ML1215,U2,MLK,sad,test
ML1189,Emery,Fractions,sad,test
ML1913,Lunascape,Inferno,relaxed,test
ML51,Muse,Agitated,angry,test
ML795,Ke$ha,Blah Blah Blah ,happy,test
ML1193,The Cure,Us Or Them,angry,test
ML1192,Ramones,Do You Remember Rock 'N' Roll Radio?,happy,test
ML620,Black Flag,Gimmie Gimmie Gimmie,angry,test
ML1593,Pete and the Pirates,Mr Understanding,happy,test
ML805,Silverchair,Miss You Love,sad,test
ML1046,Jennifer Lopez,I'm Real,happy,test
ML894,Rage Against The Machine,Killing in the Name,angry,test
ML1177,The Byrds,Wasn't Born To Follow,happy,test
ML1426,Jonas Brothers,Shelf,happy,test
ML1358,Megadeth,Promises,angry,test
ML1082,Bright Eyes,A Perfect Sonnet,sad,test
ML1537,Howard Jones,Life In One Day,happy,val
ML50,Morrissey,Life Is A Pigsty,sad,val
ML1879,Max Richter,Old Song,relaxed,val
ML172,Silversun Pickups,Booksmart Devil,relaxed,val
ML1259,Headstones,Fuck you,angry,val
ML966,L'Arc~en~Ciel,ALONE EN LA VIDA,sad,val
ML1510,Pnau,Embrace,happy,val
ML102,Matt Costa,Lilacs,relaxed,val
ML1466,Slipknot,Pulse of the Maggots,angry,val
ML1453,Pere Ubu,30 Seconds Over Tokyo,angry,val
ML477,Ice Cube,Dirty Mack,angry,val
ML205,Saosin,Sleepers,angry,val
ML1928,Liv Kristine,Take Good Care,relaxed,val
ML1589,Blondie,One Way Or Another,happy,val
ML48,Helena Bonham Carter & Johnny Depp,Poor Thing,sad,val
ML883,Lily Allen,Friday Night,happy,val
ML1780,Yael Naïm,Lonely,sad,val
ML171,Natalie Merchant,Just Can't Last,relaxed,val
ML414,Silbermond,Durch die Nacht,sad,val
ML939,Nevermore,Enemies Of Reality,angry,val
ML949,of Montreal,The Party's Crashing Us,happy,val
ML359,Louis Armstrong,I Still Get Jealous,relaxed,val
ML577,Manic Street Preachers,The Everlasting,sad,val
ML484,Black Flag,Depression,angry,val
ML1701,The Rolling Stones,Heart Of Stone,sad,val
ML1271,Luther Vandross,Promise Me,relaxed,val
ML1497,Bad Company,Bad Company,sad,val
ML279,British Sea Power,The Lonely,sad,val
ML390,Pink Floyd,Take Up Thy Stethoscope and Walk,angry,val
ML1706,Björn Rosenström,Lurad,happy,val
ML329,The Gathering,Black Light District,sad,val
ML944,Less Than Jake,History Of A Boring Town,happy,val
ML1359,The Stone Roses,(Song For My) Sugar Spun Sister,relaxed,val
ML1659,Nine Inch Nails,Ruiner,angry,val
ML1703,Drowning Pool,Step Up,angry,val
ML460,Goldfrapp,Utopia,relaxed,val
ML930,Infernal,I Won't Be Crying,happy,val
ML371,Franz Ferdinand,Love and Destroy,happy,val
ML1622,Zero 7,I Have Seen,relaxed,val
ML619,Guns N' Roses,Sweet Child O' Mine,happy,val
ML1744,The Brand New Heavies,Dream Come True,happy,val
ML112,Megadeth,Recipe for Hate...Warhorse,angry,val
ML1492,Blur,It Could Be You,happy,val
ML429,Rage Against the Machine,Bulls on Parade,angry,val
ML227,Doors,Break on Through (To the Other Side),angry,val
ML744,Manic Street Preachers,4st 7lb,angry,val
ML113,Peter Sellers,Unchained Melody,happy,val
ML1970,Green Carnation,Two Seconds in Life,sad,val
ML210,LCD Soundsystem,All My Friends (John Cale's Version),sad,val
ML1556,Sharon Van Etten,Don't Do It,sad,val
ML1269,The Pipettes,Your Kisses Are Wasted On Me,happy,val
ML229,Camper Van Beethoven,Good Guys & Bad Guys,happy,val
ML1734,Lamb of God,What I've Become,angry,val
ML1665,Norah Jones,Broken,relaxed,val
ML1842,Eugene McGuinness,Those Old Black and White Movies Were True,relaxed,val
ML1025,Manic Street Preachers,I'm Not Working,sad,val
ML239,IVY,Edge of the Ocean,relaxed,val
ML786,Norah Jones,The Long Day Is Over,relaxed,val
ML485,Electric Light Orchestra,Sweet Talkin' Woman,happy,val
ML1694,The Specials,Guns of Navarone,happy,val
ML9,Megadeth,Architecture of Aggression,angry,val
ML834,Amos Lee,"Keep It Loose, Keep It Tight",relaxed,val
ML724,Hanne Hukkelberg,Cast Anchor,relaxed,val
ML1755,The Little Ones,There's a Pot a Brewin',happy,val
ML686,Cat Stevens,Lilywhite,relaxed,val
ML528,Devo,That's Good,happy,val
ML1619,The Cure,The Lovecats,happy,val
ML1867,Daniel Boone,Beautiful Sunday,happy,val
ML1543,The Good Life,Heartbroke,sad,val
ML878,Papa Roach,Last Resort,angry,val
ML1311,Norah Jones,The Long Way Home,relaxed,val
ML1095,Lard,The Power of Lard,angry,val
ML1230,Nightmares On Wax,Flip Ya Lid,relaxed,val
ML1135,Rage Against the Machine,Bombtrack,angry,val
ML235,Suicide Silence,Unanswered,angry,val
ML1460,DIR EN GREY,Merciless Cult,angry,val
ML520,Jon & Vangelis,He Is Sailing,relaxed,val
ML789,Keren Ann,Ailleurs,relaxed,val
ML1352,Anthrax,Anti-Social,angry,val
ML784,The Clash,London's Burning,angry,val
ML1724,Slayer,Overt Enemy,angry,val
ML1339,Elvis Presley,In The Ghetto,sad,val
ML1480,Megadeth,Train of Consequences,angry,val
ML956,Cassandra Wilson,Closer To You,relaxed,val
ML1884,Maximilian Hecker,Summer Days in Bloom,relaxed,val
ML1009,At The Drive In,Quarantined,angry,val
ML1085,Republika,Odchodząc,sad,val
ML1079,Katatonia,Criminals,sad,val
ML1058,The Beatles,Twist and Shout,happy,val
ML318,My Morning Jacket,Evil Urges,happy,val
ML1764,Eluveitie,Elembivos,sad,val
ML813,Metallica,Damage Inc.,angry,val
ML1546,Idlewild,Love Steals Us From Loneliness,sad,val
ML969,Primordial,The Coffin Ships,sad,val
ML769,Cypress Hill,Stoned Is the Way of the Walk,angry,val
ML736,The Airborne Toxic Event,Something New,sad,val
ML222,Molotov,Puto,happy,val
ML486,Vanity 6,Nasty Girl,happy,val
ML1465,Sambassadeur,Ice & Snow,relaxed,val
ML1379,The Brian Setzer Orchestra,Since I Don't Have You,sad,val
ML1071,Burzum,En Ring Til Aa Herske,sad,val
ML431,Annie,Marie Cherie,sad,val
ML652,Toy-Box,The Sailor Song,happy,val
ML1167,The Decemberists,The Hazards of Love 4 (The Drowned),sad,val
ML673,Elliott Smith,Bottle Up And Explode!,relaxed,val
ML660,D'Angelo,Jonz In My Bonz,relaxed,val
ML1930,Amy Winehouse,Monkey Man,happy,val
ML513,The Aquabats,Pool Party,happy,val
ML1837,Cat Stevens,How Can I Tell You,relaxed,val
ML267,Dolores Keane,Never Be the Sun,relaxed,val
ML631,Tyrone Wells,Sea Breeze,relaxed,val
ML1711,Kiss,I Still Love You,sad,val
ML1463,The Sisters Of Mercy,Doctor Jeep,sad,val
ML1940,Biosphere,The Things I Tell You,relaxed,val
ML1212,Nice & Smooth,Sometimes I Rhyme Slow,relaxed,val
ML127,Etta James,My Dearest Darling,happy,val
ML569,Black Buddafly,Bad Girl ,happy,val
ML525,Nas,Ether,angry,val
ML155,Nine Inch Nails,Every Day Is Exactly The Same,sad,val
ML889,Captain Hollywood Project,More and More,happy,val
ML81,Erik Hassle,Hurtful,sad,val
ML653,Enya,Wild Child,relaxed,val
ML1175,Village People,Macho Man,happy,val
ML306,Krokus,Long Stick Goes Boom,angry,val
ML1354,Kanye West,Through The Wire,happy,val
ML1803,Zac Brown Band,Chicken Fried,happy,val
ML1436,Tamia,You Put A Move On My Heart,relaxed,val
ML711,Dixie Chicks,Voice Inside My Head,sad,val
ML290,The Lonely Island,I'm on a Boat (feat. T-Pain),happy,val
ML1602,Britney Spears,The Beat Goes On,happy,val
ML693,Janis Joplin,Summertime,sad,val
ML1125,Remi Nicole,Dates From Hell,happy,val
ML1295,Faith No More,Epic,angry,val
ML1161,Boz Scaggs,Jojo,relaxed,val
ML1018,Ozzy Osbourne,No Easy Way Out,angry,val
ML1893,Isobel Campbell & Mark Lanegan,No Place To Fall,sad,val
ML832,Sting,Little Wing,relaxed,val
ML1485,Detonautas Roque Clube,Você Me Faz Tão Bem,sad,val
ML202,Five Iron Frenzy,My Evil Plan To Save The World,happy,val
ML432,Rosenstolz,Sex im Hotel,happy,val
ML919,Rage Against the Machine,Wind Below,angry,val
ML715,PJ Harvey,The Darker Days Of Me & Him,sad,val
ML1526,Shearwater,You're the Coliseum,relaxed,val
ML1300,Psapp,The Words,happy,val
ML114,The Replacements,Can't Hardly Wait,sad,val
ML1802,Zen Café,Vattupuskassa,sad,val
ML2,Rob Zombie,Pussy Liquor,angry,val
ML1273,Tom Zé,A Felicidade,relaxed,val
ML404,Anita Baker,You Belong To Me,relaxed,val
ML428,Hard 'n Phirm,Pi,happy,val
ML323,ERA,Omen Sore,relaxed,val
ML876,Mariah Carey,Melt Away,relaxed,val
ML1638,Ice Cube,My Summer Vacation,angry,val
ML436,Afghan Whigs,66,happy,val
ML204,Tenacious D,Kielbasa,happy,val
ML1863,Macy Gray,Come Together,relaxed,val
ML262,Detonautas Roque Clube,Olhos Certos,sad,val
ML1276,Opeth,Blackwater Park,sad,val
ML53,Rascal Flatts,Summer Nights,happy,val
ML1157,Silverchair,Trash,angry,val
ML1631,Soulsavers,You Will Miss Me When I Burn,sad,val
ML1360,Mastodon,Hearts Alive,angry,val
ML758,Arcana,Like Statues In The Garden Of Dreaming,sad,val
ML1790,Gorgoroth,Incipit satan,angry,val
ML973,The Unicorns,Sea Ghost,happy,val
ML1713,Veronica Maggio,Måndagsbarn,happy,val
ML884,Sandi Thom,What If I'm Right,happy,val
ML143,Bob Dylan,One Of Us Must Know (Sooner Or Later),sad,val
ML1201,Strokes,Hard to Explain,angry,val
ML1641,Hot Chocolate,You Sexy Thing,happy,val
ML1527,Lloyd Cole And The Commotions,Are You Ready To Be Heartbroken?,sad,val
ML349,Molly Johnson,If You Know Love,relaxed,val
ML841,Rage Against the Machine,Voice of the Voiceless,angry,val
ML1042,Bauhaus,The Three Shadows Part 2,sad,val
ML1228,Suicide,Frankie Teardrop,angry,val
ML1449,Rage Against the Machine,No Shelter,angry,val
ML471,Qntal,Remember Me,sad,val
ML1190,DMX,Ruff Ryders' Anthem,angry,val
ML1817,Cascada,What Hurts The Most,happy,val
ML310,Powerman 5000,Action,angry,val
ML738,Enya,Deora Ar Mo Chroí,relaxed,val
ML1821,India.Arie,Little Things,relaxed,val
ML1296,Blu Cantrell,Don't Wanna Say Goodbye,sad,val
ML44,Eminem,We Made You,happy,val
ML62,The Flying Burrito Brothers,Do You Know How It Feels,sad,val
ML63,Grizzly Bear,Easier,relaxed,val
ML177,Sheb Wooley,The Purple People Eater,happy,val
ML1378,Lamb of God,Walk with Me in Hell,angry,val
ML512,Rage Against the Machine,Ashes In The Fall,angry,val
ML1838,A Perfect Circle,What's Going On,relaxed,val
ML650,Shirley Horn,A Time For Love,relaxed,val
ML799,Karen Matheson,Mi Le M' Uilinn,relaxed,val
ML904,The Blues Brothers,Rubber Biscuit,happy,val
ML545,Propaganda,Wound In My Heart,relaxed,val
ML1185,Nine Inch Nails,Wish,angry,val
ML1747,Killswitch Engage,Unbroken,angry,val
ML533,Natalie Merchant,Thick As Thieves (2005 Version),sad,val
ML116,Móveis Coloniais de Acaju,Swing hum e meio,happy,val
ML1490,Imogen Heap,Spooky,relaxed,val
ML1381,Kosheen,Under Fire,sad,val
ML1866,Aloha From Hell,Walk Away,sad,val
ML399,Slayer,Necrophiliac,angry,val
ML1149,The Eames Era,Could Be Anything,happy,val
ML350,The Tear Garden,Ophelia,sad,val
ML1413,Cobra Starship,It's Warmer In The Basement,happy,val
ML1244,Celtic Woman,Away In A Manger,relaxed,val
ML538,Roxy Music,Just Another High,sad,val
ML495,New Model Army,"No Mirror, No Shadow",sad,val
ML1746,Megadeth,Seven,angry,val
ML511,The Concretes,On The Radio,happy,val
ML593,The Chameleons,Soul in Isolation,sad,val
ML879,Guillemots,Falling Out Of Reach,relaxed,val
ML25,Creed,Illusion,angry,val
ML1905,Sun Kil Moon,Carry Me Ohio,sad,val
ML1988,Slayer,World Painted Blood,angry,val
ML348,Norah Jones,Back To Manhattan,sad,val
ML1572,Krokus,Screaming in the Night,angry,val
ML1035,Jay-Z,Success,angry,val
ML33,Nickleback,Rockstar,angry,val
ML853,Velvet Underground,White Light/White Heat,angry,val
ML1022,Acoustic Alchemy,Say Yeah,relaxed,val
ML1592,Michael Jackson,Someone Put Your Hand Out,relaxed,val
ML236,The Dodos,It's That Time Again,sad,val
ML552,Julie Doiron,Penses-Donc (Tu Es Seule),sad,val
ML1670,Despised Icon,In The Arms Of Perdition,angry,val
ML560,Hem,Sailor,relaxed,val
ML1419,Dexys Midnight Runners,Come On Eileen,happy,val
ML1145,Jonathan Coulton,Ikea,happy,val
ML1489,Union of Knives,Evil Has Never,sad,val
ML167,Alice in Chains,Sludge Factory,sad,val
ML1822,Swallow The Sun,Don't Fall Asleep (Horror Pt. 2),sad,val
ML1596,Copeland,The Grey Man,relaxed,val
ML581,Stevie Wonder,A Place In The Sun,relaxed,val
ML258,Alice in Chains,Am I Inside,sad,val
ML58,Cradle of Filth,Dirge Inferno,angry,val
ML497,Monkey,The Living Sea,relaxed,val
ML1176,Ella Fitzgerald,Let Yourself Go,relaxed,val
ML656,Kate Nash,Pumpkin Soup,happy,val
ML663,Andrew Bird,Masterfade,relaxed,val
ML1532,My Dying Bride,The Light at the End of the World,sad,val
ML713,Carbon Based Lifeforms,PhotoSynthesis,relaxed,val
ML1137,Nick Cave and the Bad Seeds,Far From Me,sad,val
ML1567,Turisas,Sahti-Waari,happy,val
ML41,Working for a Nuclear Free City,Quiet Place,relaxed,val
ML223,Victoria Beckham,I Wish,happy,val
ML1194,Guns N Roses,Paradise City,angry,val
ML1202,Deerhoof,"O'Malley, Former Underdog",happy,val
ML296,Britney Spears,Break The Ice,happy,val
ML1411,Kelly Clarkson,Don't Let Me Stop You,angry,val
ML756,Jimmy Eat World,Claire,relaxed,val
ML1092,Hatebreed,I Will Be Heard,angry,val
ML377,Robert Plant,In The Mood,relaxed,val
ML1293,Celtic Woman,The Blessing,relaxed,val
ML914,Bright Eyes,Classic Cars,relaxed,val
ML1027,DIR EN GREY,VINUSHKA,angry,val
ML476,Alexisonfire,You Burn First,angry,val
ML1325,Ministry,Wrong,angry,val
ML993,Michael Jackson,Bad,happy,val
ML387,Dark Sanctuary,Des Illusions,sad,val
ML257,Ice Cube,The Wrong Nigga to Fuck Wit,angry,val
ML308,She & Him,Sweet Darlin',happy,val
ML1147,Nick Cave and the Bad Seeds,Hallelujah,sad,val
ML216,Tom Petty And The Heartbreakers,American Girl,happy,val
ML226,Tori Amos,Velvet Revolution,sad,val
ML478,Beastie Boys,Time for Livin',angry,val
ML546,Suburban Kids With Biblical Names,Seems To Be on My Mind,happy,val
ML542,Jagged Edge,Round And Round,relaxed,val
ML816,Machine Head,Take my Scars,angry,val
ML1731,Tilly and the Wall,Fell Down the Stairs,happy,val
ML1548,Metallica,Last Caress/Green Hell,angry,val
ML173,The Mountain Goats,No Children,sad,val
ML209,Jason Collett,Blue Sky,relaxed,val
ML1800,J.B.O.,Walk with An Erection,happy,val
ML1942,Lordi,Hard Rock Hallelujah,happy,val
ML317,Aqua,Around The World,happy,val
ML293,Opeth,Dirge for November,sad,val
ML11,The Clientele,Impossible,relaxed,val
ML1558,Alesana,"Congratulations, I hate you",angry,val
ML896,Mazzy Star,Before I Sleep,relaxed,val
ML1538,Mindy Smith,Falling,relaxed,val
ML1366,Glashaus,Was immer jetzt geschieht,sad,val
ML1725,Blue Öyster Cult,Death Valley Nights,sad,val
ML1097,They Might Be Giants,Birdhouse In Your Soul,happy,val
ML23,Demon Hunter,The Tide Began To Rise,sad,val
ML261,Children of Bodom,Hate Me!,angry,val
ML1123,Tenacious D,Car Chase City,happy,val
ML1504,Talk Talk,I Don't Believe in You,sad,val
ML1757,The Album Leaf,There Is A Wind,relaxed,val
ML1758,The Bird And The Bee,I'm a Broken Heart,sad,val
ML1745,Jack Johnson,Adrift,relaxed,val
ML1310,Don Omar,Salio El Sol,happy,val
ML739,Massive Attack,Daydreaming,relaxed,val
ML958,Misfits,Halloween,angry,val
ML465,Adema,Rip The Heart Out Of Me,angry,val
ML639,The Rolling Stones,Tie You Up (The Pain of Love),angry,val
ML842,Anthrax,Indians,angry,val
ML1565,Megadeth,Mastermind,angry,val
ML1906,Sylvester,You Make Me Feel (Mighty Real),happy,val
ML1049,Elbow,little beast,sad,val
